offer_id,bundle_type,product_id,product_name,price,product_type,unit_in_mb,validity_in_days,type,units_minutes,units_sms,Data,Data_social,Min,Min_Flex,IDD,Dial,Owner,ui_product_id,ui_msg_id,atl_btl_channel,whitelist,action_family,target_intents,expected_lift_percent,offer_rationale,offer_name,offer_type,campaign_intent,benefit,validity_days,eligible_usage_segment,eligible_rfm_segment,estimated_arpu_lift,estimated_data_lift_gb,estimated_save_rate,cost_per_user,margin_impact,description
7852,Combo BTL Monthly,7852,RO16 - 40GB and 1500 Minutes,16,COMBO,"40,960",28,Addon,"1,500",0,40,0,1500,0,0,,Omantel,"7,852","2,562",BTL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell,22.7,"COMBO bundle, 16.0 OR for 28.0 days",RO16 - 40GB and 1500 Minutes,combo,increase_arpu,"40GB data, 1500 minutes",28,high|very_high,Loyal Customers|Potential Loyalist|Champions,43.58,12.0,0.0,9.6,positive,"Combo BTL Monthly — RO16 - 40GB and 1500 Minutes: 40GB data, 1500 minutes. COMBO bundle, 16.0 OR for 28.0 days."
USG_1170780,Hayyak Plus,USG_1170780,Hayyak Plus 2,2,COMBO,"1,536",7,Master,35,0,1.5,0,0,35,0,,Omantel,"7,739",709,ATL,yes,bundle|cross_sell|light_nbo,reduce_churn|recommend_best_campaign|increase_activity,5.2,"COMBO bundle, 2.0 OR for 7.0 days",Hayyak Plus 2,combo,reduce_churn,"1GB data, 35 minutes",7,low|medium,Loyal Customers|Potential Loyalist|Champions,1.25,0.45,0.028,1.2,positive,"Hayyak Plus — Hayyak Plus 2: 1GB data, 35 minutes. COMBO bundle, 2.0 OR for 7.0 days."
USG_1121080,Hayyak Voice,USG_1121080,Hayyak Voice Add-ons - 300 Min India,2,IDD,0,30,Addon,300,0,0,0,0,0,300,,Omantel,"7,810",698,ATL,yes,cross_sell|premium_bundle,cross_sell,3.6,"IDD bundle, 2.0 OR for 30.0 days",Hayyak Voice Add-ons - 300 Min India,idd,cross_sell,300 minutes,30,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.86,0.0,0.0,1.2,positive,"Hayyak Voice — Hayyak Voice Add-ons - 300 Min India: 300 minutes. IDD bundle, 2.0 OR for 30.0 days."
USG_1170730,Hayyak,USG_1170730,Hayyak 5 OR,5,COMBO,"6,144",30,Master,"100,050",0,6,0,100050,0,0,,Omantel,"7,799","1,341",ATL,yes,upsell|bundle|cross_sell,recommend_best_campaign,8.5,"COMBO bundle, 5.0 OR for 30.0 days",Hayyak 5 OR,combo,recommend_best_campaign,"6GB data, 100050 minutes",30,medium|high,Loyal Customers|Potential Loyalist|Champions,5.1,1.8,0.0,3.0,positive,"Hayyak — Hayyak 5 OR: 6GB data, 100050 minutes. COMBO bundle, 5.0 OR for 30.0 days."
USG_1170080,MBB Day night,USG_1170080,MBB Day night promotion - 15 days,5,DATA,"3,072",30,Addon,0,0,1.5GB Day + 1.5GB Night,0,0,0,0,,Omantel,"7,887",737,ATL,yes,upsell|cross_sell|bundle,increase_arpu|increase_data_usage,8.5,"DATA bundle, 5.0 OR for 30.0 days",MBB Day night promotion - 15 days,data,increase_arpu,3GB data,30,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,5.1,0.9,0.0,3.0,positive,"MBB Day night — MBB Day night promotion - 15 days: 3GB data. DATA bundle, 5.0 OR for 30.0 days."
USG_1120550,Marhaba World,USG_1120550,Marhaba World 6Minutes to  MOROCCO,1,IDD,0,7,Addon,6,0,0,0,0,0,6,,Omantel,"8,070",784,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,2.9,"IDD bundle, 1.0 OR for 7.0 days",Marhaba World 6Minutes to  MOROCCO,idd,cross_sell,6 minutes,7,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.35,0.0,0.0,0.6,positive,"Marhaba World — Marhaba World 6Minutes to  MOROCCO: 6 minutes. IDD bundle, 1.0 OR for 7.0 days."
7868,Data BTL Weekly,7868,25 GB Weekly for only RO 10,10,DATA,"25,600",7,Addon,0,0,25,0,0,0,0,*171*814#,Omantel,"7,868","2,575",BTL,yes,premium_upsell|upsell|bundle,increase_arpu|increase_data_usage,14.0,"DATA bundle, 10.0 OR for 7.0 days",25 GB Weekly for only RO 10,data,increase_arpu,25GB data,7,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,16.8,7.5,0.0,6.0,positive,"Data BTL Weekly — 25 GB Weekly for only RO 10: 25GB data. DATA bundle, 10.0 OR for 7.0 days."
8859,Combo BTL Monthly,8859,NBE_Prepaid_RO7_17GB_350MIN_28D,7,COMBO,"17,408",28,,350,0,17,0,350,[NULL],[NULL],*171*805#,Omantel,"8,859","2,682",BTL,yes,upsell|bundle|cross_sell,increase_arpu|upsell,10.7,"COMBO bundle, 7.0 OR for 28.0 days",NBE_Prepaid_RO7_17GB_350MIN_28D,combo,increase_arpu,"17GB data, 350 minutes",28,medium|high,Loyal Customers|Potential Loyalist|Champions,8.99,5.1,0.0,4.2,positive,"Combo BTL Monthly — NBE_Prepaid_RO7_17GB_350MIN_28D: 17GB data, 350 minutes. COMBO bundle, 7.0 OR for 28.0 days."
USG_1120520,Marhaba World,USG_1120520,Marhaba World 8Minutes to  TANZANIA,1,IDD,0,7,Addon,8,0,0,0,0,0,8,,Omantel,"8,074",785,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,2.9,"IDD bundle, 1.0 OR for 7.0 days",Marhaba World 8Minutes to  TANZANIA,idd,cross_sell,8 minutes,7,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.35,0.0,0.0,0.6,positive,"Marhaba World — Marhaba World 8Minutes to  TANZANIA: 8 minutes. IDD bundle, 1.0 OR for 7.0 days."
USG_1120540,Marhaba World,USG_1120540,Marhaba World 13Minutes to IRAN,1,IDD,0,7,Addon,13,0,0,0,0,0,13,,Omantel,"8,033",767,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,2.9,"IDD bundle, 1.0 OR for 7.0 days",Marhaba World 13Minutes to IRAN,idd,cross_sell,13 minutes,7,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.35,0.0,0.0,0.6,positive,"Marhaba World — Marhaba World 13Minutes to IRAN: 13 minutes. IDD bundle, 1.0 OR for 7.0 days."
USG_1110010,Hayyak Liberty,USG_1110010,Hayyak Liberty Weekly,0.5,NV,0,7,Addon,0,0,0,0,0,0,0,,Omantel,"8,027",761,ATL,yes,cross_sell|retention|bundle,cross_sell|reactivate_inactive|increase_activity,3.5,"NV bundle, 0.5 OR for 7.0 days",Hayyak Liberty Weekly,nv,cross_sell,Hayyak Liberty Weekly,7,Zero|low|medium,Loyal Customers|Potential Loyalist|Champions,0.21,0.0,0.043,0.3,neutral,"Hayyak Liberty — Hayyak Liberty Weekly: Hayyak Liberty Weekly. NV bundle, 0.5 OR for 7.0 days."
USG_1140010,MBB Data,USG_1140010,MBB 1GB Daily,1,DATA,"1,024",1,Addon,0,0,1,0,0,0,0,,Omantel,"8,043",694,ATL,yes,light_nbo|gentle_nbo|reactivation,increase_data_usage|reactivate_inactive|increase_activity,4.1,"DATA bundle, 1.0 OR for 1.0 days",MBB 1GB Daily,data,increase_data_usage,1GB data,1,low|medium|high,Loyal Customers|Potential Loyalist|Champions,0.49,0.3,0.024,0.6,neutral,"MBB Data — MBB 1GB Daily: 1GB data. DATA bundle, 1.0 OR for 1.0 days."
7853,Combo BTL Monthly,7853,RO24 - 80GB and 2000 Minutes,24,COMBO,"81,920",28,Addon,"2,000",0,80,0,2000,0,0,,Omantel,"7,853","2,563",BTL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell,25.0,"COMBO bundle, 24.0 OR for 28.0 days",RO24 - 80GB and 2000 Minutes,combo,increase_arpu,"80GB data, 2000 minutes",28,high|very_high,Loyal Customers|Potential Loyalist|Champions,72.0,24.0,0.0,14.4,positive,"Combo BTL Monthly — RO24 - 80GB and 2000 Minutes: 80GB data, 2000 minutes. COMBO bundle, 24.0 OR for 28.0 days."
USG_1171490,Hayyak Plus,USG_1171490,Hayyak Plus 13,13,COMBO,"18,432",28,Master,350,0,18,6,350,0,0,*666*13#,Omantel,"8,886","2,598",ATL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell,19.0,"COMBO bundle, 13.0 OR for 28.0 days",Hayyak Plus 13,combo,increase_arpu,"18GB data, 350 minutes",28,high|very_high,Loyal Customers|Potential Loyalist|Champions,29.64,5.4,0.0,7.8,positive,"Hayyak Plus — Hayyak Plus 13: 18GB data, 350 minutes. COMBO bundle, 13.0 OR for 28.0 days."
7846,Data BTL Monthly,7846,RO3 - 15GB Data,3,DATA,"15,360",28,Addon,0,0,15,0,0,0,0,*171*821#,Omantel,"7,846","2,556",BTL,yes,upsell|cross_sell|bundle,increase_data_usage,6.3,"DATA bundle, 3.0 OR for 28.0 days",RO3 - 15GB Data,data,increase_data_usage,15GB data,28,low|medium|high,Loyal Customers|Potential Loyalist|Champions,2.27,4.5,0.0,1.8,positive,"Data BTL Monthly — RO3 - 15GB Data: 15GB data. DATA bundle, 3.0 OR for 28.0 days."
USG_1170840,Hayyak Plus,USG_1170840,Hayyak Plus 18,18,COMBO,"30,720",28,Master,600,0,30,0,0,600,0,,Omantel,"7,896",706,ATL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell,25.0,"COMBO bundle, 18.0 OR for 28.0 days",Hayyak Plus 18,combo,increase_arpu,"30GB data, 600 minutes",28,high|very_high,Loyal Customers|Potential Loyalist|Champions,54.0,9.0,0.0,10.8,positive,"Hayyak Plus — Hayyak Plus 18: 30GB data, 600 minutes. COMBO bundle, 18.0 OR for 28.0 days."
USG_1121470,National Voice,USG_1121470,Monthly 300 National Minutes plan- 28 days,3,NV,0,28,Addon,300,0,0,0,300,0,0,,Omantel,"7,824",719,ATL,yes,cross_sell|retention|bundle,cross_sell,6.3,"NV bundle, 3.0 OR for 28.0 days",Monthly 300 National Minutes plan- 28 days,nv,cross_sell,300 minutes,28,Zero|low|medium,Loyal Customers|Potential Loyalist|Champions,2.27,0.0,0.055,1.8,neutral,"National Voice — Monthly 300 National Minutes plan- 28 days: 300 minutes. NV bundle, 3.0 OR for 28.0 days."
USG_1120480,Marhaba World,USG_1120480,Marhaba World 15Minutes to KUWAIT,1,IDD,0,7,Addon,15,0,0,0,0,0,15,,Omantel,"8,060",772,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,2.9,"IDD bundle, 1.0 OR for 7.0 days",Marhaba World 15Minutes to KUWAIT,idd,cross_sell,15 minutes,7,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.35,0.0,0.0,0.6,positive,"Marhaba World — Marhaba World 15Minutes to KUWAIT: 15 minutes. IDD bundle, 1.0 OR for 7.0 days."
7861,Data BTL Weekly,7861,15 GB Weekly for only RO 6,6,DATA,"15,360",7,Addon,0,0,15,0,0,0,0,*171*820#,Omantel,"7,861","2,570",BTL,yes,premium_upsell|upsell|bundle,increase_arpu|increase_data_usage,9.6,"DATA bundle, 6.0 OR for 7.0 days",15 GB Weekly for only RO 6,data,increase_arpu,15GB data,7,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,6.91,4.5,0.0,3.6,positive,"Data BTL Weekly — 15 GB Weekly for only RO 6: 15GB data. DATA bundle, 6.0 OR for 7.0 days."
USG_1120440,Marhaba World,USG_1120440,Marhaba World 11Minutes to ETHIOPIA,1,IDD,0,7,Addon,11,0,0,0,0,0,11,,Omantel,"8,031",765,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,2.9,"IDD bundle, 1.0 OR for 7.0 days",Marhaba World 11Minutes to ETHIOPIA,idd,cross_sell,11 minutes,7,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.35,0.0,0.0,0.6,positive,"Marhaba World — Marhaba World 11Minutes to ETHIOPIA: 11 minutes. IDD bundle, 1.0 OR for 7.0 days."
USG_1141680,Night Data,USG_1141680,10GB Night Data ? 7 Days ? 2 OR,2,DATA,"10,240",7,Addon,0,0,10,0,0,0,0,,Omantel,"7,825",716,ATL,yes,upsell|cross_sell|bundle,increase_data_usage|reactivate_inactive|increase_activity,5.2,"DATA bundle, 2.0 OR for 7.0 days",10GB Night Data ? 7 Days ? 2 OR,data,increase_data_usage,10GB data,7,low|medium|high,Loyal Customers|Potential Loyalist|Champions,1.25,3.0,0.0,1.2,positive,"Night Data — 10GB Night Data ? 7 Days ? 2 OR: 10GB data. DATA bundle, 2.0 OR for 7.0 days."
USG_1171460,Hayyak Plus,USG_1171460,Hayyak Plus 6,6,COMBO,"10,240",7,Master,50,0,10,[NULL],50,0,0,*666*6#,Omantel,"8,883","2,595",ATL,yes,upsell|bundle|cross_sell,increase_arpu|upsell,9.6,"COMBO bundle, 6.0 OR for 7.0 days",Hayyak Plus 6,combo,increase_arpu,"10GB data, 50 minutes",7,medium|high,Loyal Customers|Potential Loyalist|Champions,6.91,3.0,0.0,3.6,positive,"Hayyak Plus — Hayyak Plus 6: 10GB data, 50 minutes. COMBO bundle, 6.0 OR for 7.0 days."
USG_1171480,Hayyak Plus,USG_1171480,Hayyak Plus 11,11,COMBO,"12,288",28,Master,250,0,12,4,250,0,0,*666*11#,Omantel,"8,885","2,597",ATL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell,16.6,"COMBO bundle, 11.0 OR for 28.0 days",Hayyak Plus 11,combo,increase_arpu,"12GB data, 250 minutes",28,high|very_high,Loyal Customers|Potential Loyalist|Champions,21.91,3.6,0.0,6.6,positive,"Hayyak Plus — Hayyak Plus 11: 12GB data, 250 minutes. COMBO bundle, 11.0 OR for 28.0 days."
USG_1171500,Hayyak Plus,USG_1171500,Hayyak Plus 16,16,COMBO,"23,552",28,Master,450,0,23,10,450,0,0,*666*16#,Omantel,"8,887","2,599",ATL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell,22.7,"COMBO bundle, 16.0 OR for 28.0 days",Hayyak Plus 16,combo,increase_arpu,"23GB data, 450 minutes",28,high|very_high,Loyal Customers|Potential Loyalist|Champions,43.58,6.9,0.0,9.6,positive,"Hayyak Plus — Hayyak Plus 16: 23GB data, 450 minutes. COMBO bundle, 16.0 OR for 28.0 days."
USG_1141650,Jawazak,USG_1141650,Jawazak UAE  -Unlimited Daily,2,ROAMING,"10,000,000.00",1,Addon,0,0,999999,0,0,0,0,,Omantel,"8,055",795,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,3.6,"ROAMING bundle, 2.0 OR for 1.0 days",Jawazak UAE  -Unlimited Daily,roaming,cross_sell,9765GB data,1,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.86,2929.69,0.0,1.2,positive,"Jawazak — Jawazak UAE  -Unlimited Daily: 9765GB data. ROAMING bundle, 2.0 OR for 1.0 days."
USG_1120430,Marhaba World,USG_1120430,Marhaba World 15Minutes to PHILIPPINES,1,IDD,0,7,Addon,15,0,0,0,0,0,15,,Omantel,"8,061",773,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,2.9,"IDD bundle, 1.0 OR for 7.0 days",Marhaba World 15Minutes to PHILIPPINES,idd,cross_sell,15 minutes,7,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.35,0.0,0.0,0.6,positive,"Marhaba World — Marhaba World 15Minutes to PHILIPPINES: 15 minutes. IDD bundle, 1.0 OR for 7.0 days."
USG_1141660,Jawazak UAE,USG_1141660,Jawazak UAE - Unlimited Weekly,5.001,ROAMING,"10,000,000.00",7,Addon,0,0,999999,0,0,0,0,,Omantel,"8,057",797,ATL,yes,cross_sell|premium_bundle,cross_sell,6.0,"ROAMING bundle, 5.001 OR for 7.0 days",Jawazak UAE - Unlimited Weekly,roaming,cross_sell,9765GB data,7,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,3.6,2929.69,0.0,3.0,positive,"Jawazak UAE — Jawazak UAE - Unlimited Weekly: 9765GB data. ROAMING bundle, 5.001 OR for 7.0 days."
USG_1140510,MBB Data,USG_1140510,MBB 50MB Monthly Auto Renewal Plan,0.5,DATA,51.2,30,Addon,0,0,0.05,0,0,0,0,,Omantel,"7,807",735,ATL,yes,light_nbo|gentle_nbo|reactivation,increase_data_usage|reactivate_inactive,3.5,"DATA bundle, 0.5 OR for 30.0 days",MBB 50MB Monthly Auto Renewal Plan,data,increase_data_usage,51MB data,30,low|medium|high,Loyal Customers|Potential Loyalist|Champions,0.21,0.02,0.022,0.3,neutral,"MBB Data — MBB 50MB Monthly Auto Renewal Plan: 51MB data. DATA bundle, 0.5 OR for 30.0 days."
USG_1121460,National Voice,USG_1121460,Monthly 150 National Minutes plan- 28 days,2,NV,0,28,Addon,150,0,0,0,150,0,0,,Omantel,"7,823",717,ATL,yes,cross_sell|retention|bundle,cross_sell|reactivate_inactive,5.2,"NV bundle, 2.0 OR for 28.0 days",Monthly 150 National Minutes plan- 28 days,nv,cross_sell,150 minutes,28,Zero|low|medium,Loyal Customers|Potential Loyalist|Champions,1.25,0.0,0.05,1.2,neutral,"National Voice — Monthly 150 National Minutes plan- 28 days: 150 minutes. NV bundle, 2.0 OR for 28.0 days."
USG_1130010,SMS Pack,USG_1130010,100 SMS Pack,0.75,SMS,0,30,Addon,0,100,0,0,0,0,0,,Omantel,"7,894",715,ATL,yes,light_nbo|cross_sell,recommend_best_campaign,3.8,"SMS bundle, 0.75 OR for 30.0 days",100 SMS Pack,sms,recommend_best_campaign,100 SMS,30,low|medium|high,Loyal Customers|Potential Loyalist|Champions,0.34,0.0,0.023,0.45,positive,"SMS Pack — 100 SMS Pack: 100 SMS. SMS bundle, 0.75 OR for 30.0 days."
7858,Data BTL Weekly,7858,12 GB Weekly for only RO 5,5,DATA,"12,288",7,Addon,0,0,12,0,0,0,0,*171*826#,Omantel,"7,858","2,568",BTL,yes,upsell|cross_sell|bundle,increase_arpu|increase_data_usage|increase_activity,8.5,"DATA bundle, 5.0 OR for 7.0 days",12 GB Weekly for only RO 5,data,increase_arpu,12GB data,7,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,5.1,3.6,0.0,3.0,positive,"Data BTL Weekly — 12 GB Weekly for only RO 5: 12GB data. DATA bundle, 5.0 OR for 7.0 days."
USG_1120940,UAE IDD,USG_1120940,UAE Etisalat 30 Days Pack,5,IDD,0,30,Addon,500,0,0,0,0,0,500,,Omantel,"7,891",744,ATL,yes,cross_sell|premium_bundle,cross_sell,5.9,"IDD bundle, 5.0 OR for 30.0 days",UAE Etisalat 30 Days Pack,idd,cross_sell,500 minutes,30,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,3.54,0.0,0.0,3.0,positive,"UAE IDD — UAE Etisalat 30 Days Pack: 500 minutes. IDD bundle, 5.0 OR for 30.0 days."
USG_1140950,Hayyak,USG_1140950,Hayyak 2 GB 2 RO 2 Days,2,DATA,"2,048",2,Addon,0,0,2,0,0,0,0,,Omantel,"8,044",696,ATL,yes,upsell|cross_sell|bundle,increase_data_usage|reactivate_inactive|increase_activity,5.2,"DATA bundle, 2.0 OR for 2.0 days",Hayyak 2 GB 2 RO 2 Days,data,increase_data_usage,2GB data,2,low|medium|high,Loyal Customers|Potential Loyalist|Champions,1.25,0.6,0.0,1.2,positive,"Hayyak — Hayyak 2 GB 2 RO 2 Days: 2GB data. DATA bundle, 2.0 OR for 2.0 days."
7843,Data BTL Monthly,7843,RO1 - 10GB Data,1,DATA,"10,240",28,Addon,0,0,10,0,0,0,0,*171*811#,Omantel,"7,843","2,554",BTL,yes,light_nbo|gentle_nbo|reactivation,increase_data_usage|reactivate_inactive,4.1,"DATA bundle, 1.0 OR for 28.0 days",RO1 - 10GB Data,data,increase_data_usage,10GB data,28,low|medium|high,Loyal Customers|Potential Loyalist|Champions,0.49,3.0,0.024,0.6,neutral,"Data BTL Monthly — RO1 - 10GB Data: 10GB data. DATA bundle, 1.0 OR for 28.0 days."
8863,Combo BTL Monthly,8863,NBE_Prepaid_RO24_80GB_2000MIN_28D,24,COMBO,"81,920",28,,"2,000",0,80,0,2000,[NULL],[NULL],*171*801#,Omantel,"8,863","2,678",BTL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell,25.0,"COMBO bundle, 24.0 OR for 28.0 days",NBE_Prepaid_RO24_80GB_2000MIN_28D,combo,increase_arpu,"80GB data, 2000 minutes",28,high|very_high,Loyal Customers|Potential Loyalist|Champions,72.0,24.0,0.0,14.4,positive,"Combo BTL Monthly — NBE_Prepaid_RO24_80GB_2000MIN_28D: 80GB data, 2000 minutes. COMBO bundle, 24.0 OR for 28.0 days."
USG_1121090,Hayyak Voice,USG_1121090,Hayyak Voice Add-ons - 100 Min Pakistan,2,IDD,0,30,Addon,100,0,0,0,0,0,100,,Omantel,"7,814",695,ATL,yes,cross_sell|premium_bundle,cross_sell,3.6,"IDD bundle, 2.0 OR for 30.0 days",Hayyak Voice Add-ons - 100 Min Pakistan,idd,cross_sell,100 minutes,30,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.86,0.0,0.0,1.2,positive,"Hayyak Voice — Hayyak Voice Add-ons - 100 Min Pakistan: 100 minutes. IDD bundle, 2.0 OR for 30.0 days."
USG_1171000,Hayyak Plus,USG_1171000,Hayyak Plus 7,7,COMBO,"7,168",28,Master,150,0,7,0,0,150,0,,Omantel,"7,826",711,ATL,yes,upsell|bundle|cross_sell,increase_arpu|upsell,10.7,"COMBO bundle, 7.0 OR for 28.0 days",Hayyak Plus 7,combo,increase_arpu,"7GB data, 150 minutes",28,medium|high,Loyal Customers|Potential Loyalist|Champions,8.99,2.1,0.0,4.2,positive,"Hayyak Plus — Hayyak Plus 7: 7GB data, 150 minutes. COMBO bundle, 7.0 OR for 28.0 days."
